Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD011935,CUST4398,Swiggy Instamart,05:29.5,27,Beverages,704,"Not fresh, disappointed.",2,No,Yes
ORD011938,CUST5406,Blinkit,48:29.5,24,Fruits & Vegetables,391,"Easy to order, loved it!",5,No,No
ORD011944,CUST8662,JioMart,35:29.5,44,Dairy,638,Excellent experience!,5,Yes,No
ORD011948,CUST9471,JioMart,44:29.5,35,Snacks,202,"Easy to order, loved it!",5,No,No
ORD011952,CUST8655,Blinkit,43:29.5,12,Grocery,746,"Not fresh, disappointed.",2,No,Yes
ORD011953,CUST6291,JioMart,05:29.5,24,Dairy,649,"Fast delivery, great service!",5,No,No
ORD011959,CUST6879,Swiggy Instamart,52:29.5,21,Grocery,1128,Very satisfied with the service.,5,No,No
ORD011965,CUST6516,Blinkit,09:29.5,33,Snacks,423,Wrong item delivered.,1,No,Yes
ORD011968,CUST6865,Blinkit,23:29.5,27,Beverages,676,Items missing from order.,2,No,Yes
ORD011969,CUST6018,Blinkit,03:29.5,38,Snacks,80,"Horrible experience, never ordering again.",1,No,Yes
ORD011972,CUST9958,Swiggy Instamart,22:29.5,37,Grocery,596,Items missing from order.,2,No,Yes
ORD011981,CUST5138,JioMart,37:29.5,27,Dairy,349,Excellent experience!,5,No,No
ORD011984,CUST8906,Swiggy Instamart,31:29.5,31,Grocery,418,"Horrible experience, never ordering again.",1,No,Yes
ORD011987,CUST1657,JioMart,54:29.5,41,Beverages,346,Delivery person was rude.,2,Yes,Yes
ORD011995,CUST1467,JioMart,32:29.5,20,Dairy,259,Delivery person was rude.,2,No,Yes
ORD011998,CUST3726,JioMart,54:29.5,33,Grocery,1028,Very satisfied with the service.,5,No,No
ORD011999,CUST5924,Blinkit,29:29.5,28,Fruits & Vegetables,282,"Fast delivery, great service!",5,No,No
ORD012009,CUST6670,JioMart,35:29.5,35,Grocery,1443,Wrong item delivered.,1,No,Yes
ORD012012,CUST3708,JioMart,51:29.5,26,Personal Care,285,Packaging could be better.,3,No,No
ORD012016,CUST4283,JioMart,32:29.5,35,Dairy,677,"Horrible experience, never ordering again.",1,No,Yes
ORD012017,CUST3819,Blinkit,45:29.5,39,Fruits & Vegetables,411,Delivery person was rude.,2,No,Yes
ORD012018,CUST5936,Blinkit,58:29.5,40,Dairy,171,"Easy to order, loved it!",5,No,No
ORD012021,CUST4024,Blinkit,44:29.5,41,Beverages,347,"Horrible experience, never ordering again.",1,Yes,Yes
ORD012029,CUST1081,Blinkit,17:29.5,5,Beverages,124,Wrong item delivered.,1,No,Yes
ORD012030,CUST8820,JioMart,50:29.5,5,Beverages,102,Packaging could be better.,3,No,No
ORD012032,CUST6647,JioMart,35:29.5,14,Grocery,1266,Items missing from order.,2,No,Yes
ORD012041,CUST2569,JioMart,14:29.5,47,Snacks,92,"Horrible experience, never ordering again.",1,Yes,Yes
ORD012048,CUST5639,Swiggy Instamart,48:29.5,31,Snacks,111,Items missing from order.,2,No,Yes
ORD012049,CUST7956,Blinkit,10:29.5,35,Beverages,427,"Fast delivery, great service!",5,No,No
ORD012050,CUST7452,Swiggy Instamart,09:29.5,5,Beverages,247,Packaging could be better.,3,No,No
ORD012052,CUST2174,JioMart,23:29.5,23,Dairy,350,Good quality products.,4,No,No
ORD012056,CUST4632,Swiggy Instamart,42:29.5,42,Grocery,1462,Quick and reliable!,5,Yes,No
ORD012058,CUST4852,Swiggy Instamart,51:29.5,19,Dairy,358,"Easy to order, loved it!",5,No,No
ORD012063,CUST1026,Blinkit,59:29.5,18,Snacks,104,Wrong item delivered.,1,No,Yes
ORD012065,CUST2265,Blinkit,27:29.5,27,Fruits & Vegetables,342,"Easy to order, loved it!",5,No,No
ORD012068,CUST9191,Swiggy Instamart,16:29.5,33,Grocery,1160,"Fast delivery, great service!",5,No,No
ORD012072,CUST5946,Blinkit,04:29.5,43,Beverages,225,"Very late delivery, not happy.",2,Yes,Yes
ORD012074,CUST2521,Blinkit,10:29.5,20,Fruits & Vegetables,163,Good quality products.,4,No,No
ORD012094,CUST6673,Swiggy Instamart,44:29.5,30,Personal Care,862,Delivery person was rude.,2,No,Yes
ORD012098,CUST3635,JioMart,02:29.5,31,Fruits & Vegetables,634,Delivery person was rude.,2,No,Yes
ORD012099,CUST6226,Swiggy Instamart,06:29.5,15,Dairy,792,Delivery person was rude.,2,No,Yes
ORD012100,CUST3109,JioMart,30:29.5,31,Personal Care,249,Wrong item delivered.,1,No,Yes
ORD012120,CUST2829,Swiggy Instamart,20:29.5,39,Snacks,321,"Easy to order, loved it!",5,No,No
ORD012124,CUST7282,Blinkit,38:29.5,37,Snacks,294,"Horrible experience, never ordering again.",1,No,Yes
ORD012130,CUST4237,Blinkit,50:29.5,28,Personal Care,937,"Easy to order, loved it!",5,No,No
ORD012136,CUST5615,Blinkit,37:29.5,49,Dairy,611,Excellent experience!,5,Yes,No
ORD012138,CUST2991,JioMart,05:29.5,23,Dairy,616,"Fast delivery, great service!",5,No,No
ORD012144,CUST5134,Blinkit,29:29.5,21,Snacks,459,"Not fresh, disappointed.",2,No,Yes
ORD012147,CUST5852,JioMart,43:29.5,34,Grocery,1298,Delivery person was rude.,2,No,Yes
ORD012148,CUST1385,Swiggy Instamart,30:29.5,33,Snacks,68,Quick and reliable!,5,No,No
ORD012150,CUST5378,JioMart,28:29.5,58,Fruits & Vegetables,243,Quick and reliable!,5,Yes,No
ORD012152,CUST5804,Blinkit,47:29.5,24,Snacks,279,Good quality products.,4,No,No
ORD012153,CUST6847,Blinkit,06:29.5,36,Dairy,113,"Horrible experience, never ordering again.",1,No,Yes
ORD012154,CUST7833,Swiggy Instamart,25:29.5,23,Beverages,139,Very satisfied with the service.,5,No,No
ORD012161,CUST6853,Swiggy Instamart,37:29.5,13,Personal Care,716,Excellent experience!,5,No,No
ORD012164,CUST7491,Blinkit,11:29.5,27,Beverages,773,"Fast delivery, great service!",5,No,No
ORD012170,CUST3065,Blinkit,23:29.5,17,Snacks,314,"Very late delivery, not happy.",2,No,Yes
ORD012177,CUST4999,Swiggy Instamart,29:29.5,54,Personal Care,256,Quick and reliable!,5,Yes,No
ORD012179,CUST8510,Blinkit,55:29.5,19,Dairy,305,Delivery person was rude.,2,No,Yes
ORD012183,CUST7107,Blinkit,39:29.5,33,Personal Care,838,Items missing from order.,2,No,Yes
ORD012185,CUST3404,Blinkit,34:29.5,30,Snacks,66,"Fast delivery, great service!",5,No,No
ORD012186,CUST2656,JioMart,19:29.5,34,Personal Care,268,"Very late delivery, not happy.",2,No,Yes
ORD012187,CUST7257,Blinkit,46:29.5,38,Beverages,442,Delivery person was rude.,2,No,Yes
ORD012188,CUST9398,JioMart,39:29.5,17,Fruits & Vegetables,93,"Easy to order, loved it!",5,No,No
ORD012194,CUST1366,Blinkit,34:29.5,27,Grocery,1148,Very satisfied with the service.,5,No,No
ORD012196,CUST5208,Blinkit,39:29.5,14,Grocery,521,"Fast delivery, great service!",5,No,No
ORD012199,CUST2907,JioMart,28:29.5,10,Dairy,375,Good quality products.,4,No,No
ORD012204,CUST9833,Swiggy Instamart,54:29.5,44,Grocery,908,"Very late delivery, not happy.",2,Yes,Yes
ORD012206,CUST1800,Blinkit,00:29.5,24,Snacks,390,Wrong item delivered.,1,No,Yes
ORD012208,CUST8748,Swiggy Instamart,05:29.5,37,Personal Care,479,"Very late delivery, not happy.",2,No,Yes
ORD012211,CUST5502,Blinkit,17:29.5,18,Beverages,983,Very satisfied with the service.,5,No,No
ORD012212,CUST4042,JioMart,57:29.5,38,Beverages,879,Wrong item delivered.,1,No,Yes
ORD012213,CUST5535,JioMart,46:29.5,23,Personal Care,1663,Packaging could be better.,3,No,No
ORD012214,CUST9217,Swiggy Instamart,10:29.5,34,Beverages,519,"Fast delivery, great service!",5,No,No
ORD012238,CUST8547,JioMart,41:29.5,9,Dairy,341,Good quality products.,4,No,No
ORD012239,CUST7893,Blinkit,37:29.5,34,Fruits & Vegetables,390,"Horrible experience, never ordering again.",1,No,Yes
ORD012240,CUST6386,Blinkit,18:29.5,34,Beverages,651,Quick and reliable!,5,No,No
ORD012244,CUST1205,Blinkit,20:29.5,31,Fruits & Vegetables,581,Delivery person was rude.,2,No,Yes
ORD012249,CUST8280,Swiggy Instamart,14:29.5,24,Fruits & Vegetables,683,Excellent experience!,5,No,No
ORD012250,CUST3486,Blinkit,47:29.5,12,Beverages,792,"Easy to order, loved it!",5,No,No
ORD012251,CUST8568,Blinkit,10:29.5,28,Fruits & Vegetables,68,"Very late delivery, not happy.",2,No,Yes
ORD012257,CUST5189,Blinkit,44:29.5,44,Personal Care,225,Quick and reliable!,5,Yes,No
ORD012264,CUST4400,Blinkit,32:29.5,26,Dairy,386,Wrong item delivered.,1,No,Yes
ORD012266,CUST7048,Swiggy Instamart,34:29.5,18,Grocery,668,Very satisfied with the service.,5,No,No
ORD012269,CUST6166,Swiggy Instamart,04:29.5,18,Dairy,267,Delivery person was rude.,2,No,Yes
ORD012274,CUST3731,Swiggy Instamart,31:29.5,39,Grocery,1171,Wrong item delivered.,1,No,Yes
ORD012276,CUST8070,Swiggy Instamart,19:29.5,27,Fruits & Vegetables,144,"Very late delivery, not happy.",2,No,Yes
ORD012280,CUST9040,Swiggy Instamart,30:29.5,29,Dairy,492,Delivery person was rude.,2,No,Yes
ORD012284,CUST3157,JioMart,01:29.5,41,Grocery,531,"Horrible experience, never ordering again.",1,Yes,Yes
ORD012289,CUST4576,Swiggy Instamart,31:29.5,34,Personal Care,1976,"Very late delivery, not happy.",2,No,Yes
ORD012290,CUST4462,Blinkit,37:29.5,14,Snacks,121,"Very late delivery, not happy.",2,No,Yes
ORD012291,CUST2812,JioMart,53:29.5,38,Fruits & Vegetables,673,"Horrible experience, never ordering again.",1,No,Yes
ORD012294,CUST3606,Swiggy Instamart,34:29.5,16,Grocery,1188,Wrong item delivered.,1,No,Yes
ORD012295,CUST7571,Swiggy Instamart,11:29.5,35,Dairy,716,Packaging could be better.,3,No,No
ORD012297,CUST6767,JioMart,19:29.5,33,Dairy,660,"Very late delivery, not happy.",2,No,Yes
ORD012298,CUST4567,Swiggy Instamart,48:29.5,22,Fruits & Vegetables,103,Wrong item delivered.,1,No,Yes
ORD012311,CUST9107,Swiggy Instamart,14:29.5,14,Grocery,643,"Not fresh, disappointed.",2,No,Yes
ORD012313,CUST5690,JioMart,30:29.5,29,Grocery,1229,"Very late delivery, not happy.",2,No,Yes
ORD012334,CUST2319,JioMart,45:29.5,38,Grocery,315,Delivery person was rude.,2,No,Yes
ORD012336,CUST1374,JioMart,36:29.5,30,Dairy,468,"Easy to order, loved it!",5,No,No
ORD012340,CUST8731,Swiggy Instamart,01:29.5,30,Grocery,1050,"Horrible experience, never ordering again.",1,No,Yes
ORD012341,CUST2490,Blinkit,19:29.5,23,Personal Care,237,Good quality products.,4,No,No
ORD012344,CUST7378,Blinkit,17:29.5,42,Dairy,142,Items missing from order.,2,Yes,Yes
ORD012346,CUST4162,Swiggy Instamart,37:29.5,36,Snacks,302,Good quality products.,4,No,No
ORD012354,CUST6287,Swiggy Instamart,06:29.5,28,Dairy,164,"Fast delivery, great service!",5,No,No
ORD012356,CUST5800,Blinkit,06:29.5,29,Personal Care,1413,"Very late delivery, not happy.",2,No,Yes
ORD012357,CUST2061,Swiggy Instamart,49:29.5,26,Fruits & Vegetables,512,Packaging could be better.,3,No,No
ORD012359,CUST4391,Blinkit,25:29.5,5,Fruits & Vegetables,652,Quick and reliable!,5,No,No
ORD012370,CUST3609,Swiggy Instamart,38:29.5,23,Beverages,924,Excellent experience!,5,No,No
ORD012374,CUST1112,JioMart,11:29.5,43,Personal Care,518,"Horrible experience, never ordering again.",1,Yes,Yes
ORD012380,CUST2152,Blinkit,13:29.5,32,Beverages,474,"Easy to order, loved it!",5,No,No
ORD012382,CUST5260,Blinkit,50:29.5,30,Beverages,575,Delivery person was rude.,2,No,Yes
ORD012383,CUST9803,Swiggy Instamart,35:29.5,23,Personal Care,1904,Delivery person was rude.,2,No,Yes
ORD012388,CUST8877,Swiggy Instamart,18:29.5,27,Grocery,1403,Items missing from order.,2,No,Yes
ORD012396,CUST8209,JioMart,29:29.5,54,Beverages,907,Very satisfied with the service.,5,Yes,No
ORD012402,CUST2831,Swiggy Instamart,08:29.5,28,Snacks,445,"Not fresh, disappointed.",2,No,Yes
ORD012405,CUST7764,JioMart,24:29.5,35,Personal Care,111,"Very late delivery, not happy.",2,No,Yes
ORD012410,CUST4442,Blinkit,10:29.5,31,Personal Care,1580,Delivery person was rude.,2,No,Yes
ORD012413,CUST6407,Blinkit,20:29.5,47,Personal Care,1168,Items missing from order.,2,Yes,Yes
ORD012415,CUST8507,Swiggy Instamart,57:29.5,22,Dairy,578,Items missing from order.,2,No,Yes
ORD012416,CUST9053,Blinkit,06:29.5,38,Grocery,1486,Wrong item delivered.,1,No,Yes
ORD012420,CUST5838,Swiggy Instamart,37:29.5,34,Grocery,1095,Items missing from order.,2,No,Yes
ORD012426,CUST1585,Swiggy Instamart,10:29.5,18,Grocery,704,"Easy to order, loved it!",5,No,No
ORD012442,CUST3530,Swiggy Instamart,02:29.5,55,Beverages,801,"Easy to order, loved it!",5,Yes,No
ORD012443,CUST3106,Swiggy Instamart,48:29.5,38,Personal Care,1514,Items missing from order.,2,No,Yes
ORD012445,CUST5789,Swiggy Instamart,38:29.5,25,Personal Care,746,Good quality products.,4,No,No
ORD012446,CUST7295,Blinkit,12:29.5,13,Dairy,462,Very satisfied with the service.,5,No,No
ORD012456,CUST9332,JioMart,56:29.5,20,Personal Care,100,Excellent experience!,5,No,No
ORD012460,CUST3791,Blinkit,31:29.5,39,Grocery,820,Delivery person was rude.,2,No,Yes
ORD012461,CUST6639,JioMart,06:29.5,28,Beverages,569,Delivery person was rude.,2,No,Yes
ORD012466,CUST7133,JioMart,55:29.5,34,Grocery,763,Wrong item delivered.,1,No,Yes
ORD012467,CUST7192,Blinkit,19:29.5,27,Dairy,639,Good quality products.,4,No,No
ORD012468,CUST8950,Swiggy Instamart,57:29.5,16,Fruits & Vegetables,107,"Very late delivery, not happy.",2,No,Yes
ORD012473,CUST8929,JioMart,04:29.5,29,Fruits & Vegetables,198,Items missing from order.,2,No,Yes
ORD012475,CUST1233,Blinkit,01:29.5,27,Snacks,264,"Fast delivery, great service!",5,No,No
ORD012477,CUST6609,Blinkit,10:29.5,33,Personal Care,1012,Items missing from order.,2,No,Yes
ORD012483,CUST5559,JioMart,39:29.5,31,Dairy,178,Delivery person was rude.,2,No,Yes
ORD012485,CUST4226,Swiggy Instamart,50:29.5,34,Personal Care,1679,"Easy to order, loved it!",5,No,No
ORD012488,CUST8525,Blinkit,23:29.5,38,Snacks,456,Delivery person was rude.,2,No,Yes
ORD012491,CUST4741,Swiggy Instamart,21:29.5,32,Personal Care,154,Very satisfied with the service.,5,No,No
ORD012496,CUST2619,Swiggy Instamart,01:29.5,25,Fruits & Vegetables,267,"Horrible experience, never ordering again.",1,No,Yes
ORD012497,CUST6398,Blinkit,25:29.5,29,Beverages,316,Good quality products.,4,No,No
ORD012503,CUST2301,Swiggy Instamart,22:29.5,25,Fruits & Vegetables,418,Excellent experience!,5,No,No
ORD012506,CUST9567,Blinkit,59:29.5,37,Dairy,519,Good quality products.,4,No,No
ORD012507,CUST5062,Blinkit,15:29.5,28,Grocery,1311,"Not fresh, disappointed.",2,No,Yes
ORD012509,CUST5195,Swiggy Instamart,57:29.5,39,Grocery,470,"Not fresh, disappointed.",2,No,Yes
ORD012511,CUST5015,Swiggy Instamart,02:29.5,31,Dairy,651,Items missing from order.,2,No,Yes
ORD012525,CUST4403,JioMart,39:29.5,38,Grocery,1170,"Very late delivery, not happy.",2,No,Yes
ORD012528,CUST8819,Blinkit,45:29.5,38,Dairy,459,"Easy to order, loved it!",5,No,No
ORD012532,CUST1836,Swiggy Instamart,13:29.5,33,Beverages,712,"Horrible experience, never ordering again.",1,No,Yes
ORD012539,CUST2366,JioMart,08:29.5,17,Grocery,1400,"Fast delivery, great service!",5,No,No
ORD012550,CUST8252,Blinkit,09:29.5,39,Grocery,805,"Very late delivery, not happy.",2,No,Yes
ORD012551,CUST4191,Blinkit,26:29.5,27,Personal Care,810,Packaging could be better.,3,No,No
ORD012552,CUST8475,JioMart,38:29.5,19,Snacks,478,"Easy to order, loved it!",5,No,No
ORD012554,CUST5124,Swiggy Instamart,11:29.5,39,Fruits & Vegetables,105,Excellent experience!,5,No,No
ORD012556,CUST5435,Swiggy Instamart,55:29.5,24,Snacks,119,"Horrible experience, never ordering again.",1,No,Yes
ORD012558,CUST3892,Swiggy Instamart,23:29.5,20,Fruits & Vegetables,683,Items missing from order.,2,No,Yes
ORD012562,CUST9424,Swiggy Instamart,36:29.5,17,Beverages,611,"Not fresh, disappointed.",2,No,Yes
ORD012565,CUST5328,JioMart,45:29.5,27,Personal Care,1342,Packaging could be better.,3,No,No
ORD012568,CUST6589,Blinkit,38:29.5,41,Beverages,317,"Not fresh, disappointed.",2,Yes,Yes
ORD012570,CUST9242,Swiggy Instamart,41:29.5,41,Personal Care,1170,Packaging could be better.,3,Yes,No
ORD012571,CUST6059,JioMart,38:29.5,25,Personal Care,460,"Fast delivery, great service!",5,No,No
ORD012573,CUST2826,JioMart,13:29.5,24,Personal Care,1286,Wrong item delivered.,1,No,Yes
ORD012577,CUST6229,Blinkit,40:29.5,38,Personal Care,438,Very satisfied with the service.,5,No,No
ORD012580,CUST9122,Swiggy Instamart,36:29.5,13,Dairy,366,Good quality products.,4,No,No
ORD012583,CUST2074,Blinkit,02:29.5,30,Beverages,814,Delivery person was rude.,2,No,Yes
ORD012587,CUST8261,Swiggy Instamart,06:29.5,30,Grocery,578,Quick and reliable!,5,No,No
ORD012593,CUST4797,Blinkit,17:29.5,18,Personal Care,853,Very satisfied with the service.,5,No,No
ORD012595,CUST6033,Swiggy Instamart,38:29.5,54,Personal Care,1858,Good quality products.,4,Yes,No
ORD012606,CUST3562,Blinkit,57:29.5,36,Snacks,89,Items missing from order.,2,No,Yes
ORD012611,CUST3574,Blinkit,13:29.5,34,Snacks,453,"Very late delivery, not happy.",2,No,Yes
ORD012612,CUST6335,Blinkit,18:29.5,38,Beverages,774,"Not fresh, disappointed.",2,No,Yes
ORD012619,CUST8732,Swiggy Instamart,02:29.5,46,Dairy,194,"Very late delivery, not happy.",2,Yes,Yes
ORD012622,CUST3375,Swiggy Instamart,31:29.5,28,Grocery,993,Packaging could be better.,3,No,No
ORD012623,CUST6017,JioMart,49:29.5,23,Beverages,759,Packaging could be better.,3,No,No
ORD012642,CUST4417,Blinkit,10:29.5,32,Dairy,767,"Not fresh, disappointed.",2,No,Yes
ORD012644,CUST5829,JioMart,04:29.5,44,Snacks,194,Delivery person was rude.,2,Yes,Yes
ORD012653,CUST9240,Blinkit,06:29.5,21,Dairy,135,Good quality products.,4,No,No
ORD012659,CUST3628,Blinkit,53:29.5,41,Dairy,671,Packaging could be better.,3,Yes,No
ORD012660,CUST6332,Swiggy Instamart,27:29.5,35,Fruits & Vegetables,176,Packaging could be better.,3,No,No
ORD012665,CUST8979,JioMart,20:29.5,15,Snacks,456,Packaging could be better.,3,No,No
ORD012673,CUST5522,JioMart,39:29.5,36,Personal Care,531,"Horrible experience, never ordering again.",1,No,Yes
ORD012675,CUST7053,JioMart,28:29.5,8,Grocery,315,"Not fresh, disappointed.",2,No,Yes
ORD012679,CUST8730,JioMart,03:29.5,31,Grocery,1331,Excellent experience!,5,No,No
ORD012685,CUST3464,Swiggy Instamart,24:29.5,33,Dairy,559,Excellent experience!,5,No,No
ORD012688,CUST2441,JioMart,13:29.5,28,Fruits & Vegetables,645,Very satisfied with the service.,5,No,No
ORD012689,CUST8180,Swiggy Instamart,50:29.5,24,Fruits & Vegetables,560,Wrong item delivered.,1,No,Yes
ORD012695,CUST5774,Blinkit,17:29.5,28,Snacks,229,Excellent experience!,5,No,No
ORD012698,CUST2114,JioMart,00:29.5,20,Personal Care,658,Delivery person was rude.,2,No,Yes
ORD012704,CUST6263,JioMart,01:29.5,18,Dairy,462,Delivery person was rude.,2,No,Yes
ORD012706,CUST4730,JioMart,37:29.5,28,Grocery,519,Excellent experience!,5,No,No
ORD012707,CUST8549,JioMart,48:29.5,56,Beverages,112,"Horrible experience, never ordering again.",1,Yes,Yes
ORD012715,CUST2952,Blinkit,22:29.5,33,Dairy,567,Packaging could be better.,3,No,No
ORD012721,CUST9657,Blinkit,14:29.5,29,Dairy,768,"Very late delivery, not happy.",2,No,Yes
ORD012729,CUST6358,Blinkit,52:29.5,22,Grocery,903,Excellent experience!,5,No,No
ORD012736,CUST2509,Blinkit,23:29.5,29,Dairy,259,Packaging could be better.,3,No,No
ORD012738,CUST9712,Blinkit,30:29.5,37,Beverages,230,Excellent experience!,5,No,No
ORD012740,CUST9413,Blinkit,54:29.5,45,Dairy,484,Quick and reliable!,5,Yes,No
ORD012744,CUST2197,JioMart,01:29.5,30,Snacks,475,Items missing from order.,2,No,Yes
ORD012747,CUST8630,Blinkit,51:29.5,28,Snacks,168,Excellent experience!,5,No,No
ORD012749,CUST3493,JioMart,50:29.5,24,Snacks,297,Good quality products.,4,No,No
ORD012752,CUST3976,JioMart,09:29.5,34,Grocery,682,"Easy to order, loved it!",5,No,No
ORD012756,CUST8084,Swiggy Instamart,32:29.5,18,Dairy,682,Very satisfied with the service.,5,No,No
ORD012758,CUST7577,JioMart,31:29.5,32,Dairy,468,"Horrible experience, never ordering again.",1,No,Yes
ORD012762,CUST1309,Swiggy Instamart,05:29.5,44,Dairy,308,Items missing from order.,2,Yes,Yes
ORD012768,CUST5241,Blinkit,52:29.5,37,Beverages,852,Wrong item delivered.,1,No,Yes
ORD012770,CUST6351,Blinkit,51:29.5,30,Grocery,664,Items missing from order.,2,No,Yes
ORD012783,CUST9739,Blinkit,36:29.5,27,Fruits & Vegetables,76,Packaging could be better.,3,No,No
ORD012786,CUST9848,Swiggy Instamart,34:29.5,19,Snacks,282,"Fast delivery, great service!",5,No,No
ORD012789,CUST6365,Swiggy Instamart,57:29.5,47,Beverages,949,Quick and reliable!,5,Yes,No
ORD012806,CUST1416,Blinkit,17:29.5,46,Snacks,143,"Easy to order, loved it!",5,Yes,No
ORD012816,CUST7234,JioMart,06:29.5,36,Snacks,140,"Very late delivery, not happy.",2,No,Yes
ORD012822,CUST2993,Blinkit,48:29.5,32,Fruits & Vegetables,570,Items missing from order.,2,No,Yes
ORD012827,CUST6871,Blinkit,35:29.5,33,Snacks,362,"Fast delivery, great service!",5,No,No
ORD012834,CUST6895,JioMart,48:29.5,50,Grocery,1375,Quick and reliable!,5,Yes,No
ORD012838,CUST2834,JioMart,13:29.5,20,Grocery,1461,"Easy to order, loved it!",5,No,No
ORD012843,CUST7881,JioMart,33:29.5,33,Personal Care,1828,Good quality products.,4,No,No
ORD012848,CUST6078,JioMart,20:29.5,15,Personal Care,614,"Easy to order, loved it!",5,No,No
ORD012851,CUST5926,Blinkit,00:29.5,20,Grocery,238,"Horrible experience, never ordering again.",1,No,Yes
ORD012853,CUST2383,JioMart,50:29.5,37,Grocery,740,Items missing from order.,2,No,Yes
ORD012854,CUST7384,Blinkit,37:29.5,30,Snacks,350,Quick and reliable!,5,No,No
ORD012856,CUST1259,Blinkit,37:29.5,20,Snacks,469,"Fast delivery, great service!",5,No,No
ORD012859,CUST1743,Blinkit,23:29.5,24,Dairy,547,Excellent experience!,5,No,No
ORD012860,CUST3305,Swiggy Instamart,03:29.5,33,Grocery,261,"Not fresh, disappointed.",2,No,Yes
ORD012862,CUST3905,JioMart,41:29.5,26,Dairy,767,"Easy to order, loved it!",5,No,No
ORD012869,CUST1638,JioMart,56:29.5,42,Fruits & Vegetables,553,"Not fresh, disappointed.",2,Yes,Yes
ORD012870,CUST2002,Blinkit,54:29.5,21,Snacks,407,"Not fresh, disappointed.",2,No,Yes
ORD012877,CUST3824,Swiggy Instamart,39:29.5,26,Dairy,471,"Very late delivery, not happy.",2,No,Yes
ORD012878,CUST3861,Swiggy Instamart,51:29.5,31,Dairy,626,"Fast delivery, great service!",5,No,No
ORD012879,CUST9496,JioMart,36:29.5,32,Fruits & Vegetables,589,Packaging could be better.,3,No,No
ORD012889,CUST7613,Blinkit,19:29.5,18,Dairy,631,"Very late delivery, not happy.",2,No,Yes
ORD012898,CUST1560,JioMart,13:29.5,29,Fruits & Vegetables,319,"Fast delivery, great service!",5,No,No
ORD012900,CUST7679,Blinkit,32:29.5,37,Snacks,406,"Not fresh, disappointed.",2,No,Yes
ORD012902,CUST9838,Swiggy Instamart,42:29.5,13,Grocery,1169,Packaging could be better.,3,No,No
ORD012903,CUST7177,Swiggy Instamart,46:29.5,35,Fruits & Vegetables,270,Excellent experience!,5,No,No
ORD012913,CUST2086,Swiggy Instamart,05:29.5,27,Grocery,1135,"Horrible experience, never ordering again.",1,No,Yes
ORD012920,CUST3202,Blinkit,42:29.5,14,Personal Care,1166,Items missing from order.,2,No,Yes
ORD012927,CUST6290,Swiggy Instamart,33:29.5,20,Beverages,299,"Easy to order, loved it!",5,No,No
ORD012930,CUST2579,Blinkit,56:29.5,18,Beverages,165,Good quality products.,4,No,No
ORD012931,CUST8828,JioMart,02:29.5,12,Personal Care,1728,Excellent experience!,5,No,No
ORD012933,CUST4215,JioMart,35:29.5,25,Grocery,1018,"Not fresh, disappointed.",2,No,Yes
ORD012940,CUST2346,Blinkit,54:29.5,33,Grocery,1030,Very satisfied with the service.,5,No,No
ORD012941,CUST2553,JioMart,52:29.5,34,Dairy,319,Delivery person was rude.,2,No,Yes
ORD012958,CUST7140,Blinkit,20:29.5,43,Grocery,214,Wrong item delivered.,1,Yes,Yes
ORD012959,CUST3379,Swiggy Instamart,57:29.5,32,Grocery,583,"Easy to order, loved it!",5,No,No
ORD012965,CUST1234,Blinkit,08:29.5,41,Fruits & Vegetables,606,"Very late delivery, not happy.",2,Yes,Yes
ORD012966,CUST3342,JioMart,46:29.5,37,Beverages,201,"Very late delivery, not happy.",2,No,Yes
ORD012968,CUST4896,Blinkit,32:29.5,57,Beverages,897,Wrong item delivered.,1,Yes,Yes
ORD012969,CUST3652,Blinkit,09:29.5,40,Dairy,338,Excellent experience!,5,No,No
ORD012971,CUST6284,Swiggy Instamart,57:29.5,37,Beverages,298,"Fast delivery, great service!",5,No,No
ORD012972,CUST1191,Swiggy Instamart,29:29.5,26,Grocery,438,Packaging could be better.,3,No,No
ORD012974,CUST8927,Swiggy Instamart,31:29.5,25,Fruits & Vegetables,282,"Easy to order, loved it!",5,No,No
ORD012978,CUST8407,JioMart,59:29.5,33,Snacks,138,Wrong item delivered.,1,No,Yes
ORD012986,CUST9429,Blinkit,27:29.5,29,Snacks,382,Wrong item delivered.,1,No,Yes
ORD012988,CUST6525,JioMart,55:29.5,27,Snacks,73,Delivery person was rude.,2,No,Yes
ORD012992,CUST8984,Blinkit,59:29.5,25,Snacks,156,"Not fresh, disappointed.",2,No,Yes
ORD012993,CUST9993,Swiggy Instamart,43:29.5,45,Personal Care,843,Delivery person was rude.,2,Yes,Yes
ORD012999,CUST2034,Swiggy Instamart,41:29.5,24,Fruits & Vegetables,336,"Horrible experience, never ordering again.",1,No,Yes
ORD013000,CUST6987,Blinkit,28:29.5,30,Grocery,1259,"Not fresh, disappointed.",2,No,Yes
ORD013001,CUST7988,Blinkit,01:29.5,30,Fruits & Vegetables,486,"Fast delivery, great service!",5,No,No
ORD013007,CUST8494,JioMart,26:29.5,50,Grocery,376,"Not fresh, disappointed.",2,Yes,Yes
ORD013013,CUST6030,JioMart,19:29.5,45,Dairy,295,Items missing from order.,2,Yes,Yes
